,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_gll_early_stop_threshold,params_max_depth,params_max_features,params_max_iterations,params_min_impurity_decrease,params_min_samples_leaf,params_min_samples_split,params_model_type,params_n_estimators,params_use_pca,params_use_standardization,state,fold_aucs,feature_importances
10,8.0,10.0,494.0,,194,0.5684301712779974,2024-02-16 11:28:30.358899,2024-02-16 11:29:00.220593,0 days 00:00:29.861694,True,absolute_error,0.0246746263755189,48,0.6271483915185457,55,0.0596230196859799,13,6,RandomForest,132,False,False,COMPLETE,"[0.556, 0.5, 0.5833333333333334, 0.6343873517786561]","[0.         0.         0.         0.         0.         0.
 0.125      0.         0.         0.         0.         0.
 0.         0.         0.125      0.         0.         0.
 0.         0.         0.         0.08333333 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.125      0.         0.         0.125      0.
 0.         0.         0.         0.         0.08333333 0.
 0.08333333 0.         0.         0.         0.         0.        ]"
9,5.0,7.0,562.0,,262,0.5684301712779974,2024-02-16 11:55:22.616859,2024-02-16 11:55:33.798898,0 days 00:00:11.182039,True,absolute_error,0.0341169951413913,46,0.5150330850873538,59,0.0595568779829402,13,2,RandomForest,131,False,False,COMPLETE,"[0.556, 0.5, 0.5833333333333334, 0.6343873517786561]","[0.         0.         0.         0.         0.         0.
 0.125      0.         0.         0.         0.         0.
 0.         0.         0.125      0.         0.         0.
 0.         0.         0.         0.08333333 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.125      0.         0.         0.125      0.
 0.         0.         0.         0.         0.08333333 0.
 0.08333333 0.         0.         0.         0.         0.        ]"
7,6.0,4.0,592.0,,292,0.5684301712779974,2024-02-16 12:02:18.605815,2024-02-16 12:02:34.806524,0 days 00:00:16.200709,True,absolute_error,0.0313162261282995,43,0.5141879362987213,56,0.0590732585682032,13,2,RandomForest,137,False,False,COMPLETE,"[0.556, 0.5, 0.5833333333333334, 0.6343873517786561]","[0.         0.         0.         0.         0.         0.
 0.125      0.         0.         0.         0.         0.
 0.         0.         0.125      0.         0.         0.
 0.         0.         0.         0.08333333 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.125      0.         0.         0.125      0.
 0.         0.         0.         0.         0.08333333 0.
 0.08333333 0.         0.         0.         0.         0.        ]"
12,12.0,12.0,492.0,,192,0.5684301712779974,2024-02-16 11:27:27.012120,2024-02-16 11:27:58.298440,0 days 00:00:31.286320,True,absolute_error,0.022091909035735,48,0.5821905137362906,57,0.059443856557461,13,7,RandomForest,135,False,False,COMPLETE,"[0.556, 0.5, 0.5833333333333334, 0.6343873517786561]","[0.         0.         0.         0.         0.         0.
 0.125      0.         0.         0.         0.         0.
 0.         0.         0.125      0.         0.         0.
 0.         0.         0.         0.08333333 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.125      0.         0.         0.125      0.
 0.         0.         0.         0.         0.08333333 0.
 0.08333333 0.         0.         0.         0.         0.        ]"
13,11.0,9.0,536.0,,236,0.5684301712779974,2024-02-16 11:49:00.486292,2024-02-16 11:49:14.783588,0 days 00:00:14.297296,True,absolute_error,0.0323197447635528,47,0.5547184355831397,55,0.057274562795234,13,4,RandomForest,130,False,False,COMPLETE,"[0.556, 0.5, 0.5833333333333334, 0.6343873517786561]","[0.         0.         0.         0.         0.         0.
 0.125      0.         0.         0.         0.         0.
 0.         0.         0.125      0.         0.         0.
 0.         0.         0.         0.08333333 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.125      0.         0.         0.125      0.
 0.         0.         0.         0.         0.08333333 0.
 0.08333333 0.         0.         0.         0.         0.        ]"
1679,,,,,99,0.5682192852437418,2024-02-17 14:15:26.335762,2024-02-17 14:16:41.801633,0 days 00:01:15.465871,True,absolute_error,0.00959222595036767,9,0.06147840356891935,89,0.03696699248607184,20,13,RandomForest,116,False,False,COMPLETE,"[0.5800000000000001, 0.5, 0.5229166666666667, 0.6699604743083004]","[0.         0.125      0.         0.         0.         0.01923077
 0.14423077 0.125      0.         0.01923077 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.05769231 0.         0.         0.
 0.         0.         0.         0.         0.01923077 0.
 0.         0.         0.         0.         0.0625     0.01923077
 0.         0.         0.01923077 0.01923077 0.08173077 0.
 0.03846154 0.         0.         0.         0.         0.        ]"
1694,,,,,114,0.5680437823046519,2024-02-17 14:29:59.214400,2024-02-17 14:30:59.521886,0 days 00:01:00.307486,True,absolute_error,0.006778418110809298,7,0.07662413052622422,71,0.033917063452002134,18,8,RandomForest,113,False,False,COMPLETE,"[0.6060000000000001, 0.4487179487179487, 0.6166666666666667, 0.6007905138339921]","[0.         0.08333333 0.         0.         0.00925926 0.01851852
 0.05925926 0.07777778 0.         0.00925926 0.         0.05
 0.         0.         0.03703704 0.         0.         0.
 0.         0.         0.         0.         0.         0.00925926
 0.         0.         0.01851852 0.         0.02777778 0.
 0.00925926 0.03703704 0.00925926 0.05       0.01851852 0.
 0.         0.02777778 0.         0.         0.05925926 0.00925926
 0.25925926 0.         0.00925926 0.01851852 0.06481481 0.
 0.02777778 0.         0.         0.         0.         0.        ]"
1739,,,,,159,0.5674957180500659,2024-02-17 15:11:41.125703,2024-02-17 15:12:36.915486,0 days 00:00:55.789783,True,absolute_error,0.005042147353808333,9,0.08499215745823212,70,0.03845357936977943,20,8,RandomForest,103,False,False,COMPLETE,"[0.5880000000000001, 0.5, 0.5416666666666666, 0.6403162055335969]","[0.         0.16666667 0.         0.         0.         0.025
 0.125      0.025      0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.025      0.         0.         0.
 0.         0.         0.         0.         0.025      0.
 0.         0.         0.         0.         0.15       0.025
 0.         0.         0.025      0.025      0.10833333 0.
 0.025      0.         0.         0.         0.         0.        ]"
1796,,,,,216,0.5665921421573595,2024-02-17 16:03:46.991433,2024-02-17 16:04:50.423747,0 days 00:01:03.432314,True,absolute_error,0.00663417348490968,10,0.10772646353484518,72,0.0380840886607413,19,15,RandomForest,119,False,False,COMPLETE,"[0.5760000000000001, 0.5235042735042735, 0.5166666666666666, 0.650197628458498]","[0.         0.08333333 0.         0.         0.01136364 0.01136364
 0.34469697 0.01136364 0.         0.         0.         0.08333333
 0.         0.         0.04166667 0.         0.         0.
 0.         0.01136364 0.         0.         0.         0.
 0.         0.         0.06818182 0.         0.         0.
 0.         0.         0.         0.         0.02272727 0.
 0.         0.04166667 0.         0.         0.13636364 0.01136364
 0.02272727 0.         0.01136364 0.01136364 0.0530303  0.
 0.02272727 0.         0.         0.         0.         0.        ]"
1761,,,,,181,0.5661652667984189,2024-02-17 15:29:29.988614,2024-02-17 15:30:03.131779,0 days 00:00:33.143165,True,absolute_error,0.00623075596401238,8,0.07688572995072054,71,0.03902107851335855,19,8,RandomForest,112,False,False,COMPLETE,"[0.5760000000000001, 0.5, 0.55625, 0.6324110671936759]","[0.         0.125      0.         0.         0.         0.
 0.13333333 0.         0.         0.         0.         0.08333333
 0.         0.         0.1125     0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.05       0.         0.         0.
 0.         0.0625     0.         0.         0.05       0.
 0.         0.         0.         0.         0.08333333 0.
 0.         0.         0.05       0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
1800,,,,,220,0.5652867977433195,2024-02-17 16:07:03.318461,2024-02-17 16:08:06.087199,0 days 00:01:02.768738,True,absolute_error,0.00819604280135555,12,0.09827122341080954,72,0.03480219646223646,19,16,RandomForest,116,False,False,COMPLETE,"[0.5680000000000001, 0.5341880341880341, 0.5166666666666666, 0.642292490118577]","[0.03125    0.04834967 0.         0.         0.01666667 0.01666667
 0.21666667 0.09166667 0.         0.         0.00833333 0.08333333
 0.         0.         0.03125    0.         0.         0.
 0.         0.00833333 0.         0.         0.         0.00833333
 0.         0.         0.04166667 0.125      0.         0.
 0.00833333 0.00833333 0.         0.         0.01666667 0.
 0.         0.0625     0.         0.01415033 0.03958333 0.00833333
 0.025      0.         0.00833333 0.01666667 0.03958333 0.
 0.025      0.         0.         0.         0.         0.        ]"
14,14.0,14.0,423.0,,123,0.5642426712779974,2024-02-16 11:01:53.727078,2024-02-16 11:02:17.893865,0 days 00:00:24.166787,True,absolute_error,0.0146551852470687,48,0.6646402447001227,44,0.0570726397764606,13,10,RandomForest,130,False,False,COMPLETE,,
1727,,,,,147,0.564175205229553,2024-02-17 15:00:23.201297,2024-02-17 15:01:22.080833,0 days 00:00:58.879536,True,absolute_error,0.0061343940252574945,7,0.08461298605874185,74,0.035219640974789336,20,6,RandomForest,103,False,False,COMPLETE,"[0.6260000000000001, 0.4487179487179487, 0.5416666666666666, 0.6403162055335969]","[0.         0.21666667 0.         0.         0.01315789 0.01315789
 0.06315789 0.06315789 0.         0.01315789 0.         0.05
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.01315789
 0.         0.         0.01315789 0.         0.         0.
 0.01315789 0.         0.         0.         0.02631579 0.
 0.         0.         0.         0.         0.06315789 0.01315789
 0.26315789 0.         0.01315789 0.01315789 0.09649123 0.
 0.03947368 0.         0.         0.         0.         0.        ]"
1701,,,,,121,0.563441125299821,2024-02-17 14:36:40.780693,2024-02-17 14:37:40.282960,0 days 00:00:59.502267,True,absolute_error,0.00644561583210534,21,0.13018110189567256,64,0.034248388473274986,18,7,RandomForest,126,False,False,COMPLETE,"[0.5579999999999999, 0.5598290598290598, 0.4916666666666667, 0.6442687747035574]","[0.05       0.04153869 0.         0.         0.01704545 0.01704545
 0.11733277 0.05397727 0.00568182 0.         0.00568182 0.03125
 0.02383929 0.         0.01666667 0.         0.         0.
 0.         0.03693182 0.         0.         0.         0.00568182
 0.         0.         0.04545455 0.08333333 0.0086142  0.03125
 0.08901515 0.01136364 0.         0.03125    0.01136364 0.00568182
 0.         0.03333333 0.         0.         0.02975919 0.01136364
 0.02234848 0.         0.00568182 0.00568182 0.08939394 0.
 0.01704545 0.         0.00568182 0.         0.00846131 0.03125   ]"
1791,,,,,211,0.5631335385628864,2024-02-17 15:59:53.841723,2024-02-17 16:00:53.673806,0 days 00:00:59.832083,True,absolute_error,0.006106894358605228,8,0.08835625532298608,73,0.03533545232318448,20,20,RandomForest,108,False,False,COMPLETE,"[0.6260000000000001, 0.4487179487179487, 0.5375, 0.6403162055335969]","[0.         0.21666667 0.         0.         0.0125     0.0125
 0.0625     0.0625     0.         0.0125     0.         0.05
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.0125
 0.         0.         0.025      0.         0.         0.
 0.0125     0.         0.         0.         0.025      0.
 0.         0.         0.         0.         0.0625     0.0125
 0.2625     0.         0.0125     0.0125     0.09583333 0.
 0.0375     0.         0.         0.         0.         0.        ]"
1732,,,,,152,0.5631207180500659,2024-02-17 15:05:11.581722,2024-02-17 15:06:08.044840,0 days 00:00:56.463118,True,absolute_error,0.005310640553707484,7,0.08512408827293139,70,0.036097585502121936,20,8,RandomForest,105,False,False,COMPLETE,"[0.558, 0.5, 0.5541666666666667, 0.6403162055335969]","[0.         0.22916667 0.         0.         0.01388889 0.01388889
 0.07638889 0.07638889 0.         0.01388889 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.01388889 0.         0.         0.
 0.01388889 0.         0.         0.         0.02777778 0.
 0.         0.         0.         0.         0.07638889 0.01388889
 0.01388889 0.         0.01388889 0.01388889 0.09722222 0.
 0.04166667 0.         0.         0.         0.         0.        ]"
1741,,,,,161,0.5631207180500659,2024-02-17 15:13:27.584276,2024-02-17 15:14:23.647968,0 days 00:00:56.063692,True,absolute_error,0.005736924618545505,7,0.08804377492802636,70,0.036392734751125234,20,8,RandomForest,103,False,False,COMPLETE,"[0.558, 0.5, 0.5541666666666667, 0.6403162055335969]","[0.         0.22916667 0.         0.         0.01388889 0.01388889
 0.07638889 0.07638889 0.         0.01388889 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.01388889 0.         0.         0.
 0.01388889 0.         0.         0.         0.02777778 0.
 0.         0.         0.         0.         0.07638889 0.01388889
 0.01388889 0.         0.01388889 0.01388889 0.09722222 0.
 0.04166667 0.         0.         0.         0.         0.        ]"
1735,,,,,155,0.5631207180500659,2024-02-17 15:07:55.190195,2024-02-17 15:08:49.688580,0 days 00:00:54.498385,True,absolute_error,0.005898310955231282,8,0.07455757279345146,68,0.03632253513142253,20,8,RandomForest,104,False,False,COMPLETE,"[0.558, 0.5, 0.5541666666666667, 0.6403162055335969]","[0.         0.22916667 0.         0.         0.01388889 0.01388889
 0.07638889 0.07638889 0.         0.01388889 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.01388889 0.         0.         0.
 0.01388889 0.         0.         0.         0.02777778 0.
 0.         0.         0.         0.         0.07638889 0.01388889
 0.01388889 0.         0.01388889 0.01388889 0.09722222 0.
 0.04166667 0.         0.         0.         0.         0.        ]"
